referrer,views_total,views_unique
python.org,202,41
en.wikipedia.org,98,30
github.com,97,14
Google,78,18
discuss.python.org,61,4
m.blog.naver.com,54,1
en.m.wikipedia.org,48,16
cn.bing.com,32,3
chipsec.github.io,28,4
doomwiki.org,24,1
