url_path,views_total,views_unique
/tianocore/edk2-libc,201,70
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,117,101
/tianocore/edk2-libc/issues,56,8
/tianocore/edk2-libc/pulls,49,8
/tianocore/edk2-libc/tree/master/StdLib,28,20
/tianocore/edk2-libc/tree/master,27,19
/tianocore/edk2-libc/pull/78,27,5
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,25,11
/tianocore/edk2-libc/issues/80,22,4
/tianocore/edk2-libc/tree/master/AppPkg,21,15
