referrer,views_total,views_unique
Google,117,23
github.com,67,15
python.org,55,26
Bing,21,5
chipsec.github.io,9,3
sourceforge.net,4,1
statics.teams.cdn.office.net,3,3
DuckDuckGo,2,1
link.csdn.net,2,1
uefi.org,2,1
