time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-19 00:00:00+00:00,86,58,73,19
2023-10-20 00:00:00+00:00,70,43,67,16
2023-10-21 00:00:00+00:00,38,31,7,5
2023-10-22 00:00:00+00:00,31,30,60,9
2023-10-23 00:00:00+00:00,53,38,98,9
2023-10-24 00:00:00+00:00,67,40,154,23
2023-10-25 00:00:00+00:00,70,36,171,26
2023-10-26 00:00:00+00:00,76,45,327,20
2023-10-27 00:00:00+00:00,91,43,78,11
2023-10-28 00:00:00+00:00,42,36,37,8
2023-10-29 00:00:00+00:00,35,33,20,9
2023-10-30 00:00:00+00:00,77,46,67,18
2023-10-31 00:00:00+00:00,102,48,97,24
2023-11-01 00:00:00+00:00,85,49,190,26
