time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-31 00:00:00+00:00,205,172,31,17
2025-08-01 00:00:00+00:00,93,73,70,17
2025-08-02 00:00:00+00:00,64,56,9,5
2025-08-03 00:00:00+00:00,67,60,34,13
2025-08-04 00:00:00+00:00,152,114,26,16
2025-08-05 00:00:00+00:00,125,82,42,12
2025-08-06 00:00:00+00:00,141,98,23,18
2025-08-07 00:00:00+00:00,85,64,18,10
2025-08-08 00:00:00+00:00,188,135,6,6
2025-08-09 00:00:00+00:00,105,82,30,6
2025-08-10 00:00:00+00:00,60,56,16,11
2025-08-11 00:00:00+00:00,102,87,45,15
2025-08-12 00:00:00+00:00,123,81,79,21
2025-08-13 00:00:00+00:00,99,74,58,22
