time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-07 00:00:00+00:00,277,253,90,12
2026-08-08 00:00:00+00:00,95,88,11,6
2026-08-09 00:00:00+00:00,127,98,6,4
2026-08-10 00:00:00+00:00,218,179,51,11
2026-08-11 00:00:00+00:00,403,343,82,16
2026-08-12 00:00:00+00:00,329,253,39,11
2026-08-13 00:00:00+00:00,180,162,79,17
2026-08-14 00:00:00+00:00,240,194,29,12
2026-08-15 00:00:00+00:00,522,471,23,16
2026-08-16 00:00:00+00:00,92,82,14,12
2026-08-17 00:00:00+00:00,195,178,61,17
2026-08-18 00:00:00+00:00,215,185,70,24
2026-08-19 00:00:00+00:00,768,395,29,12
2026-08-20 00:00:00+00:00,294,240,16,10
