url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,390,146
/tianocore/edk2-libc,127,80
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,91,19
/tianocore/edk2-libc/tree/master/AppPkg,59,21
/tianocore/edk2-libc/tree/master/AppPkg/Applications,53,18
/tianocore/edk2-libc/tree/master/StdLib,51,14
/tianocore/edk2-libc/tree/master/StdLib/LibC,36,8
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python,25,8
/tianocore/edk2-libc/tree/master,20,17
/tianocore/edk2-libc/commits/master,19,4
