time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-06 00:00:00+00:00,66,52,38,11
2024-04-07 00:00:00+00:00,66,51,230,20
2024-04-08 00:00:00+00:00,122,81,126,27
2024-04-09 00:00:00+00:00,72,53,43,15
2024-04-10 00:00:00+00:00,84,53,123,26
2024-04-11 00:00:00+00:00,88,55,154,18
2024-04-12 00:00:00+00:00,102,86,396,19
2024-04-13 00:00:00+00:00,57,52,49,9
2024-04-14 00:00:00+00:00,40,38,19,9
2024-04-15 00:00:00+00:00,70,57,274,24
2024-04-16 00:00:00+00:00,131,95,99,23
2024-04-17 00:00:00+00:00,94,60,102,25
2024-04-18 00:00:00+00:00,82,52,142,36
2024-04-19 00:00:00+00:00,75,46,60,19
