referrer,views_total,views_unique
github.com,85,43
Google,50,18
python.org,46,20
com.linkedin.android,11,1
gitlab.xpaas.lenovo.com,4,2
jira.devtools.intel.com,4,1
Baidu,3,1
share.note.youdao.com,3,1
Bing,1,1
s1monsays.com,1,1
