url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,206,85
/tianocore/edk2-libc,192,100
/tianocore/edk2-libc/tree/master/AppPkg,102,29
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,95,19
/tianocore/edk2-libc/tree/master/StdLib,82,22
/tianocore/edk2-libc/tree/master/AppPkg/Applications,80,18
/tianocore/edk2-libc/tree/master,38,18
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Main/Main.c,32,3
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/GCCCompilationBKMs.rst,30,9
/tianocore/edk2-libc/tree/master/.github/workflows,25,8
