url_path,views_total,views_unique
/tianocore/edk2-libc,108,69
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,95,62
/tianocore/edk2-libc/tree/master/StdLib,33,13
/tianocore/edk2-libc/tree/master,24,13
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,17,13
/tianocore/edk2-libc/tree/master/AppPkg,17,9
/tianocore/edk2-libc/tree/master/AppPkg/Applications,15,8
/tianocore/edk2-libc/tree/master/StdLib/LibC,15,7
/tianocore/edk2-libc/releases/tag/v3.6.8.1,7,5
/tianocore/edk2-libc/tree/master/StdLib/PosixLib,5,2
