referrer,views_total,views_unique
Google,348,23
python.org,273,46
github.com,137,28
en.wikipedia.org,120,28
statics.teams.cdn.office.net,99,5
en.m.wikipedia.org,23,11
lab-z.com,22,2
qiita.com,15,1
Baidu,12,1
wiki.ith.intel.com,9,2
