referrer,views_total,views_unique
Google,282,27
python.org,235,47
github.com,111,18
cn.bing.com,106,4
en.wikipedia.org,93,27
discuss.python.org,37,3
chipsec.github.io,18,1
confluence.amd.com,13,3
Bing,8,3
damn99.com,6,1
