referrer,views_total,views_unique
python.org,179,39
Google,150,21
github.com,125,32
en.wikipedia.org,36,15
damn99.com,26,1
ithelp.ithome.com.tw,17,3
wiki.ith.intel.com,14,2
discuss.python.org,13,3
en.m.wikipedia.org,12,6
chipsec.github.io,10,5
