referrer,views_total,views_unique
Google,272,19
discuss.python.org,172,3
github.com,102,24
en.wikipedia.org,89,26
en.m.wikipedia.org,65,14
Bing,29,6
lab-z.com,18,1
red-arrows.cn,16,1
python.org,15,6
chipsec.github.io,6,3
