referrer,views_total,views_unique
Google,186,21
python.org,140,47
cn.bing.com,79,4
uefi.org,62,2
en.wikipedia.org,58,22
yandex.ru,52,6
github.com,47,12
Bing,34,4
discuss.python.org,30,1
edk2.groups.io,12,1
