url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,141,90
/tianocore/edk2-libc,135,74
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,69,25
/tianocore/edk2-libc/tree/master/AppPkg,35,22
/tianocore/edk2-libc/pulls,24,5
/tianocore/edk2-libc/tree/master,23,16
/tianocore/edk2-libc/releases/tag/v3.6.8.1,20,11
/tianocore/edk2-libc/tree/master/StdLib,20,11
/tianocore/edk2-libc/tree/master/AppPkg/Applications,17,12
/tianocore/edk2-libc/pull/17,17,4
