time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-18 00:00:00+00:00,215,185,70,24
2026-08-19 00:00:00+00:00,768,395,29,12
2026-08-20 00:00:00+00:00,294,240,16,10
2026-08-21 00:00:00+00:00,268,220,40,12
2026-08-22 00:00:00+00:00,140,86,6,6
2026-08-23 00:00:00+00:00,123,79,18,7
2026-08-24 00:00:00+00:00,269,245,69,12
2026-08-25 00:00:00+00:00,341,295,59,50
2026-08-26 00:00:00+00:00,352,316,21,7
2026-08-27 00:00:00+00:00,416,385,17,9
2026-08-28 00:00:00+00:00,102,97,44,10
2026-08-29 00:00:00+00:00,172,166,22,6
2026-08-30 00:00:00+00:00,62,58,18,15
2026-08-31 00:00:00+00:00,105,93,16,5
