time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-16 00:00:00+00:00,26,12,149,20
2024-09-17 00:00:00+00:00,17,8,112,18
2024-09-18 00:00:00+00:00,14,8,37,18
2024-09-19 00:00:00+00:00,27,15,79,19
2024-09-20 00:00:00+00:00,22,12,23,16
2024-09-21 00:00:00+00:00,7,6,122,8
2024-09-22 00:00:00+00:00,6,5,34,8
2024-09-23 00:00:00+00:00,19,12,104,20
2024-09-24 00:00:00+00:00,17,10,134,19
2024-09-25 00:00:00+00:00,17,12,73,20
2024-09-26 00:00:00+00:00,23,11,121,20
2024-09-27 00:00:00+00:00,13,11,97,25
2024-09-28 00:00:00+00:00,5,4,15,11
2024-09-29 00:00:00+00:00,10,3,45,11
