url_path,views_total,views_unique
/tianocore/edk2-libc,102,67
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,90,84
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,26,16
/tianocore/edk2-libc/tree/master/AppPkg,21,18
/tianocore/edk2-libc/tree/master,16,15
/tianocore/edk2-libc/tree/master/StdLib,15,10
/tianocore/edk2-libc/releases/tag/v3.6.8.1,14,7
/tianocore/edk2-libc/tree/master/AppPkg/Applications,10,9
/tianocore/edk2-libc/releases,5,4
/tianocore/edk2-libc/tree/master/StdLib/LibC,5,4
