referrer,views_total,views_unique
Google,169,24
github.com,94,35
python.org,81,44
en.wikipedia.org,32,23
discuss.python.org,31,7
Bing,17,4
DuckDuckGo,17,1
cn.bing.com,8,5
statics.teams.cdn.office.net,7,2
blog.csdn.net,7,1
