referrer,views_total,views_unique
python.org,158,44
Google,98,24
github.com,95,23
yandex.ru,53,1
en.wikipedia.org,48,25
chipsec.github.io,38,5
discuss.python.org,36,3
en.m.wikipedia.org,23,12
Bing,11,4
damn99.com,8,2
