referrer,views_total,views_unique
github.com,180,29
python.org,149,50
Google,115,29
en.wikipedia.org,37,22
discuss.python.org,30,5
statics.teams.cdn.office.net,14,2
edk2.groups.io,13,2
link.csdn.net,13,2
en.m.wikipedia.org,12,8
chipsec.github.io,10,3
