referrer,views_total,views_unique
github.com,94,38
python.org,86,51
Google,65,17
Bing,37,10
en.wikipedia.org,15,13
damn99.com,12,3
edk2.groups.io,12,1
en.m.wikipedia.org,10,10
DuckDuckGo,9,2
cn.bing.com,7,2
