referrer,views_total,views_unique
Google,155,24
github.com,62,19
python.org,55,37
DuckDuckGo,34,3
Bing,26,9
statics.teams.cdn.office.net,7,6
en.wikipedia.org,3,2
uefi.org,2,1
ya.ru,2,1
chipsec.github.io,1,1
