referrer,views_total,views_unique
Google,303,22
python.org,239,37
github.com,121,29
cn.bing.com,113,2
discuss.python.org,108,3
en.wikipedia.org,92,24
Bing,40,6
chipsec.github.io,36,3
en.m.wikipedia.org,24,10
ithelp.ithome.com.tw,21,1
