referrer,views_total,views_unique
github.com,96,32
Google,42,9
python.org,39,19
chipsec.github.io,24,6
uefi.org,12,1
jira.devtools.intel.com,9,1
s1monsays.com,7,3
Bing,2,2
chat.qwen.ai,2,1
wiki.ith.intel.com,2,1
