time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-23 00:00:00+00:00,5,4,59,15
2023-07-24 00:00:00+00:00,43,16,219,21
2023-07-25 00:00:00+00:00,60,25,135,27
2023-07-26 00:00:00+00:00,40,22,70,16
2023-07-27 00:00:00+00:00,43,17,146,19
2023-07-28 00:00:00+00:00,23,15,129,25
2023-07-29 00:00:00+00:00,19,12,62,17
2023-07-30 00:00:00+00:00,8,8,25,10
2023-07-31 00:00:00+00:00,55,23,85,20
2023-08-01 00:00:00+00:00,62,22,168,16
2023-08-02 00:00:00+00:00,37,19,98,17
2023-08-03 00:00:00+00:00,64,22,135,20
2023-08-04 00:00:00+00:00,34,19,173,22
2023-08-05 00:00:00+00:00,16,10,25,9
