referrer,views_total,views_unique
python.org,123,42
Google,105,18
tianocore.org,86,4
github.com,85,19
Bing,43,4
en.wikipedia.org,41,19
en.m.wikipedia.org,20,12
chipsec.github.io,18,3
discuss.python.org,15,5
damn99.com,12,1
