url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,281,106
/tianocore/edk2-libc,177,94
/tianocore/edk2-libc/tree/master/AppPkg,139,31
/tianocore/edk2-libc/tree/master/StdLib,130,28
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,92,22
/tianocore/edk2-libc/tree/master/AppPkg/Applications,80,24
/tianocore/edk2-libc/tree/master,30,17
/tianocore/edk2-libc/tree/master/StdLib/Include,27,5
/tianocore/edk2-libc/tree/master/StdLib/LibC,20,8
/tianocore/edk2-libc/blob/master/Maintainers.txt,17,5
