time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-01 00:00:00+00:00,16,10,35,10
2023-07-02 00:00:00+00:00,6,5,10,6
2023-07-03 00:00:00+00:00,57,12,27,14
2023-07-04 00:00:00+00:00,79,12,34,20
2023-07-05 00:00:00+00:00,62,12,72,20
2023-07-06 00:00:00+00:00,79,19,104,17
2023-07-07 00:00:00+00:00,48,12,201,22
2023-07-08 00:00:00+00:00,10,5,18,11
2023-07-09 00:00:00+00:00,3,2,5,4
2023-07-10 00:00:00+00:00,44,12,194,20
2023-07-11 00:00:00+00:00,69,15,69,20
2023-07-12 00:00:00+00:00,36,12,180,21
2023-07-13 00:00:00+00:00,54,19,132,25
2023-07-14 00:00:00+00:00,29,9,96,16
