referrer,views_total,views_unique
python.org,187,49
github.com,171,13
en.wikipedia.org,87,29
Google,72,18
discuss.python.org,61,4
en.m.wikipedia.org,42,15
cn.bing.com,32,3
chipsec.github.io,28,4
doomwiki.org,24,1
Bing,17,3
