url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,228,92
/tianocore/edk2-libc,162,96
/tianocore/edk2-libc/tree/master/StdLib,109,21
/tianocore/edk2-libc/tree/master/AppPkg,75,26
/tianocore/edk2-libc/tree/master/AppPkg/Applications,50,12
/tianocore/edk2-libc/tree/master/StdLib/LibC,42,9
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,39,14
/tianocore/edk2-libc/tree/master,21,17
/tianocore/edk2-libc/tree/master/StdLib/Include,16,2
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Sockets,15,2
