referrer,views_total,views_unique
Google,76,17
python.org,44,27
github.com,44,19
discuss.python.org,33,3
DuckDuckGo,9,2
en.wikipedia.org,8,2
chipsec.github.io,5,4
Bing,5,3
Baidu,3,2
lab-z.com,2,1
