referrer,views_total,views_unique
Google,129,20
python.org,105,42
github.com,81,17
Bing,45,4
en.wikipedia.org,30,17
chipsec.github.io,18,3
en.m.wikipedia.org,17,14
cn.bing.com,16,5
discuss.python.org,13,4
link.csdn.net,12,1
