time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-02 00:00:00+00:00,186,149,43,15
2026-04-03 00:00:00+00:00,236,202,41,12
2026-04-04 00:00:00+00:00,201,185,12,9
2026-04-05 00:00:00+00:00,123,106,16,7
2026-04-06 00:00:00+00:00,191,171,44,10
2026-04-07 00:00:00+00:00,151,114,36,16
2026-04-08 00:00:00+00:00,174,136,18,6
2026-04-09 00:00:00+00:00,398,355,40,7
2026-04-10 00:00:00+00:00,410,366,22,9
2026-04-11 00:00:00+00:00,223,206,8,6
2026-04-12 00:00:00+00:00,202,183,9,7
2026-04-13 00:00:00+00:00,226,197,21,10
2026-04-14 00:00:00+00:00,261,197,62,13
2026-04-15 00:00:00+00:00,275,220,42,15
