time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-08 00:00:00+00:00,100,74,34,22
2025-07-09 00:00:00+00:00,96,56,73,16
2025-07-10 00:00:00+00:00,72,54,30,15
2025-07-11 00:00:00+00:00,100,69,51,25
2025-07-12 00:00:00+00:00,41,39,7,7
2025-07-13 00:00:00+00:00,43,34,12,9
2025-07-14 00:00:00+00:00,124,78,28,16
2025-07-15 00:00:00+00:00,103,59,35,14
2025-07-16 00:00:00+00:00,119,57,60,17
2025-07-17 00:00:00+00:00,127,65,36,13
2025-07-18 00:00:00+00:00,153,80,42,10
2025-07-19 00:00:00+00:00,62,45,10,8
2025-07-20 00:00:00+00:00,45,38,17,8
2025-07-21 00:00:00+00:00,108,53,48,16
