referrer,views_total,views_unique
python.org,114,43
Google,75,23
github.com,61,18
discuss.python.org,40,4
en.wikipedia.org,38,19
chipsec.github.io,16,3
presearch.com,12,1
en.m.wikipedia.org,11,9
cn.bing.com,10,3
tianocore.org,6,1
