referrer,views_total,views_unique
github.com,214,27
python.org,192,46
Google,125,28
en.wikipedia.org,55,21
chipsec.github.io,37,2
statics.teams.cdn.office.net,34,4
en.m.wikipedia.org,31,8
discuss.python.org,20,3
uefi.org,17,2
Bing,15,2
