referrer,views_total,views_unique
Google,241,20
python.org,145,47
uefi.org,60,2
en.wikipedia.org,57,22
yandex.ru,50,5
github.com,43,8
Bing,34,4
cn.bing.com,24,2
edk2.groups.io,14,2
en.m.wikipedia.org,10,5
