referrer,views_total,views_unique
Google,222,26
python.org,166,38
github.com,87,26
chipsec.github.io,74,12
Bing,56,3
en.wikipedia.org,55,21
en.m.wikipedia.org,19,9
confluence1.labs.lenovo.com,16,2
discuss.python.org,12,1
damn99.com,11,2
