url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,265,94
/tianocore/edk2-libc,119,70
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,81,19
/tianocore/edk2-libc/tree/master/AppPkg,66,22
/tianocore/edk2-libc/tree/master/StdLib,52,17
/tianocore/edk2-libc/tree/master/AppPkg/Applications,44,14
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/GCCCompilationBKMs.rst,26,8
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Python368.inf,19,7
/tianocore/edk2-libc/tree/master,14,14
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Sockets,11,3
