url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,255,93
/tianocore/edk2-libc,142,66
/tianocore/edk2-libc/tree/master/AppPkg/Applications,95,19
/tianocore/edk2-libc/tree/master/StdLib,95,17
/tianocore/edk2-libc/tree/master/AppPkg,93,21
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,89,18
/tianocore/edk2-libc/tree/master,40,12
/tianocore/edk2-libc/pulls,37,5
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python,27,8
/tianocore/edk2-libc/tree/master/StdLibPrivateInternalFiles,24,5
