referrer,views_total,views_unique
github.com,140,19
python.org,110,42
Google,80,22
en.wikipedia.org,59,27
Bing,24,4
discuss.python.org,10,3
en.m.wikipedia.org,8,6
cn.bing.com,8,5
link.csdn.net,5,4
feeds.qq.com,3,1
