referrer,views_total,views_unique
Google,378,22
python.org,272,45
github.com,136,27
en.wikipedia.org,119,29
statics.teams.cdn.office.net,98,4
lab-z.com,22,2
en.m.wikipedia.org,21,10
qiita.com,15,1
Baidu,12,1
wiki.ith.intel.com,9,2
