time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-01 00:00:00+00:00,132,124,12,7
2026-03-02 00:00:00+00:00,193,144,57,16
2026-03-03 00:00:00+00:00,312,168,26,10
2026-03-04 00:00:00+00:00,168,135,44,16
2026-03-05 00:00:00+00:00,271,250,27,11
2026-03-06 00:00:00+00:00,245,192,48,18
2026-03-07 00:00:00+00:00,131,121,23,7
2026-03-08 00:00:00+00:00,126,111,9,5
2026-03-09 00:00:00+00:00,165,134,9,7
2026-03-10 00:00:00+00:00,190,164,10,6
2026-03-11 00:00:00+00:00,285,261,11,7
2026-03-12 00:00:00+00:00,220,167,17,7
2026-03-13 00:00:00+00:00,235,186,58,13
2026-03-14 00:00:00+00:00,174,155,6,5
