referrer,views_total,views_unique
github.com,124,19
Google,116,27
python.org,76,47
en.wikipedia.org,54,24
en.m.wikipedia.org,15,6
chipsec.github.io,15,3
tianocore.org,15,2
uefi.org,12,1
cn.bing.com,8,3
teams.microsoft.com,5,2
