time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-20 00:00:00+00:00,45,38,17,8
2025-07-21 00:00:00+00:00,111,54,50,18
2025-07-22 00:00:00+00:00,111,64,26,14
2025-07-23 00:00:00+00:00,177,107,121,13
2025-07-24 00:00:00+00:00,131,70,55,15
2025-07-25 00:00:00+00:00,127,77,42,15
2025-07-26 00:00:00+00:00,106,81,77,15
2025-07-27 00:00:00+00:00,69,51,20,7
2025-07-28 00:00:00+00:00,189,146,74,16
2025-07-29 00:00:00+00:00,157,115,49,17
2025-07-30 00:00:00+00:00,187,128,51,22
2025-07-31 00:00:00+00:00,205,172,31,17
2025-08-01 00:00:00+00:00,93,73,70,17
2025-08-02 00:00:00+00:00,58,53,9,5
