url_path,views_total,views_unique
/tianocore/edk2-libc,99,63
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,44,37
/tianocore/edk2-libc/tree/master/StdLib,26,14
/tianocore/edk2-libc/tree/master/AppPkg,19,14
/tianocore/edk2-libc/tree/master/StdLib/LibC,19,8
/tianocore/edk2-libc/tree/master,17,13
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,11,8
/tianocore/edk2-libc/tree/master/AppPkg/Applications,10,8
/tianocore/edk2-libc/tree/master/StdLib/Include,6,4
/tianocore/edk2-libc/issues,6,2
