referrer,views_total,views_unique
Google,84,24
github.com,77,23
python.org,52,23
statics.teams.cdn.office.net,11,2
discuss.python.org,8,2
ithelp.ithome.com.tw,7,2
chipsec.github.io,7,1
doubao.com,6,1
Bing,2,2
wiki.cisco.com,1,1
