referrer,views_total,views_unique
github.com,175,29
Google,113,14
kagi.com,49,1
python.org,45,25
teams.public.onecdn.static.microsoft,13,1
Bing,10,5
tianocore.org,7,1
discuss.python.org,5,2
chipsec.github.io,4,2
duck.ai,2,1
