time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-03 00:00:00+00:00,222,183,43,12
2026-02-04 00:00:00+00:00,212,177,52,14
2026-02-05 00:00:00+00:00,263,232,104,17
2026-02-06 00:00:00+00:00,133,115,84,17
2026-02-07 00:00:00+00:00,106,100,12,7
2026-02-08 00:00:00+00:00,115,107,12,9
2026-02-09 00:00:00+00:00,339,294,24,7
2026-02-10 00:00:00+00:00,273,236,39,15
2026-02-11 00:00:00+00:00,185,156,56,13
2026-02-12 00:00:00+00:00,171,152,55,14
2026-02-13 00:00:00+00:00,191,170,23,9
2026-02-14 00:00:00+00:00,185,168,5,3
2026-02-15 00:00:00+00:00,123,113,20,8
2026-02-16 00:00:00+00:00,127,115,20,5
