time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-17 00:00:00+00:00,89,46,93,18
2024-01-18 00:00:00+00:00,90,41,85,19
2024-01-19 00:00:00+00:00,63,47,69,14
2024-01-20 00:00:00+00:00,101,38,36,16
2024-01-21 00:00:00+00:00,33,33,29,11
2024-01-22 00:00:00+00:00,66,46,113,21
2024-01-23 00:00:00+00:00,77,51,168,16
2024-01-24 00:00:00+00:00,117,60,100,21
2024-01-25 00:00:00+00:00,91,66,37,13
2024-01-26 00:00:00+00:00,84,43,31,7
2024-01-27 00:00:00+00:00,52,40,67,14
2024-01-28 00:00:00+00:00,45,40,49,10
2024-01-29 00:00:00+00:00,90,53,40,14
2024-01-30 00:00:00+00:00,91,51,102,18
