referrer,views_total,views_unique
Google,220,26
python.org,117,29
github.com,91,31
en.wikipedia.org,63,20
chipsec.github.io,15,4
discuss.python.org,15,3
en.m.wikipedia.org,13,7
statics.teams.cdn.office.net,9,1
ithelp.ithome.com.tw,9,1
edk2.groups.io,7,3
