referrer,views_total,views_unique
python.org,211,43
en.wikipedia.org,129,34
Google,74,19
m.blog.naver.com,54,1
github.com,52,17
discuss.python.org,48,2
en.m.wikipedia.org,39,16
Bing,35,2
doomwiki.org,24,1
uefi.org,19,1
