url_path,views_total,views_unique
/tianocore/edk2-libc,127,78
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,116,94
/tianocore/edk2-libc/releases/tag/v3.6.8.1,49,19
/tianocore/edk2-libc/tree/master/AppPkg,28,19
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,25,20
/tianocore/edk2-libc/tree/master,24,14
/tianocore/edk2-libc/tree/master/StdLib,22,17
/tianocore/edk2-libc/tree/master/AppPkg/Applications,18,16
/tianocore/edk2-libc/releases,8,7
/tianocore/edk2-libc/commits/master,8,2
