referrer,views_total,views_unique
python.org,161,48
github.com,154,12
Google,139,18
xiaomi.f.mioffice.cn,107,1
en.wikipedia.org,62,24
chipsec.github.io,30,4
en.m.wikipedia.org,21,8
discuss.python.org,15,1
cn.bing.com,11,2
Bing,4,1
