url_path,views_total,views_unique
/tianocore/edk2-libc,76,53
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,31,24
/tianocore/edk2-libc/issues,17,5
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,16,10
/tianocore/edk2-libc/releases,15,6
/tianocore/edk2-libc/tree/v3.6.8.2,15,2
/tianocore/edk2-libc/pull/114,14,6
/tianocore/edk2-libc/tree/master/AppPkg,13,9
/tianocore/edk2-libc/releases/tag/v3.6.8.2,12,6
/tianocore/edk2-libc/tree/master/StdLib,11,11
