url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,233,90
/tianocore/edk2-libc,130,78
/tianocore/edk2-libc/tree/master/StdLib,90,11
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,83,26
/tianocore/edk2-libc/tree/master/AppPkg/Applications,82,25
/tianocore/edk2-libc/tree/master/AppPkg,75,25
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/GCCCompilationBKMs.rst,48,8
/tianocore/edk2-libc/tree/master/StdLib/LibC,27,4
/tianocore/edk2-libc/tree/master,24,11
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python,21,7
