url_path,views_total,views_unique
/tianocore/edk2-libc,166,120
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,91,82
/tianocore/edk2-libc/tree/master/AppPkg,49,28
/tianocore/edk2-libc/tree/master,37,27
/tianocore/edk2-libc/tree/master/StdLib,32,20
/tianocore/edk2-libc/tree/master/AppPkg/Applications,30,20
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,30,18
/tianocore/edk2-libc/tree/master/StdLib/LibC,20,9
/tianocore/edk2-libc/releases/tag/v3.6.8.1,18,4
/tianocore/edk2-libc/blob/master/Readme.md,10,8
