referrer,views_total,views_unique
Google,175,22
python.org,147,38
github.com,136,24
en.wikipedia.org,64,19
uefi.org,42,1
ithelp.ithome.com.tw,41,5
discuss.python.org,36,2
cn.bing.com,32,2
en.m.wikipedia.org,18,9
jira.ad.3l.ru,9,1
