referrer,views_total,views_unique
Google,117,18
python.org,112,40
tianocore.org,86,4
github.com,70,24
en.wikipedia.org,24,11
Bing,22,4
cn.bing.com,22,3
en.m.wikipedia.org,14,6
wiki.ith.intel.com,10,2
discuss.python.org,7,4
