referrer,views_total,views_unique
python.org,61,28
github.com,58,25
Google,43,13
gitlab.xpaas.lenovo.com,11,1
Bing,9,4
chipsec.github.io,7,4
discuss.python.org,2,1
atr-issues.alpha.co.jp,1,1
doubao.com,1,1
ithelp.ithome.com.tw,1,1
