time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-07 00:00:00+00:00,151,114,36,16
2026-04-08 00:00:00+00:00,174,136,18,6
2026-04-09 00:00:00+00:00,398,355,40,7
2026-04-10 00:00:00+00:00,410,366,22,9
2026-04-11 00:00:00+00:00,223,206,8,6
2026-04-12 00:00:00+00:00,202,183,9,7
2026-04-13 00:00:00+00:00,226,197,21,10
2026-04-14 00:00:00+00:00,261,197,62,13
2026-04-15 00:00:00+00:00,275,220,42,15
2026-04-16 00:00:00+00:00,240,203,49,13
2026-04-17 00:00:00+00:00,375,327,158,14
2026-04-18 00:00:00+00:00,159,131,27,12
2026-04-19 00:00:00+00:00,123,101,14,10
2026-04-20 00:00:00+00:00,498,312,49,14
